SLpM,TD_Def,Sub_Avg,style,fighter_name,Height,Weight,Reach,Stance,DOB,Str_Acc,SApM,Str_Def,TD_Avg,TD_Acc
0.55,0.0,0.0,4,Malcolm Gordon,"5' 7""",125 lbs.,"71""",Switch,"May 19, 1990",0.13,3.87,0.54,0.0,0.0
0.67,0.54,0.0,4,Alex Gorgees,"6' 2""",155 lbs.,"74""",Switch,"Aug 11, 1995",0.32,2.27,0.38,0.0,0.0
1.61,0.45,0.6,4,Jonathan Goulet,"6' 0""",170 lbs.,"73""",Orthodox,"Jul 13, 1979",0.41,2.01,0.46,4.17,0.7
3.68,0.83,0.3,0,Thibault Gouti,"5' 10""",155 lbs.,"72""",Orthodox,"Feb 27, 1987",0.34,5.64,0.5,1.23,0.8
3.02,0.57,2.2,1,Wilson Gouveia,"6' 1""",185 lbs.,"76""",Orthodox,"Oct 03, 1978",0.39,4.06,0.56,0.9,0.66
4.0,0.0,0.0,0,Damian Grabowski,"6' 1""",241 lbs.,"75""",Orthodox,"May 12, 1980",0.36,7.65,0.51,0.0,0.0
1.78,0.6,1.9,1,Roger Gracie,"6' 4""",185 lbs.,"79""",Orthodox,"Sep 26, 1981",0.35,1.79,0.61,1.87,0.53
5.15,0.0,0.9,5,Kron Gracie,"5' 9""",145 lbs.,"70""",Southpaw,"Jul 11, 1988",0.41,8.13,0.53,0.88,0.25
2.91,0.4,0.0,0,Miranda Granger,"5' 7""",125 lbs.,"68""",Orthodox,"Apr 13, 1992",0.48,2.64,0.59,0.0,0.0
3.95,0.36,0.6,0,TJ Grant,"5' 10""",155 lbs.,"72""",Orthodox,"Feb 26, 1984",0.54,3.21,0.56,1.63,0.43
3.67,0.66,0.2,0,Davey Grant,"5' 8""",135 lbs.,"69""",Orthodox,"Dec 18, 1985",0.48,2.32,0.63,2.59,0.47
3.39,0.78,0.0,0,Dwight Grant,"6' 1""",170 lbs.,"76""",Switch,"Sep 14, 1984",0.37,2.16,0.69,0.34,1.0
5.35,0.63,0.5,5,Alexa Grasso,"5' 5""",115 lbs.,"66""",Orthodox,"Aug 09, 1993",0.42,3.76,0.63,0.32,0.4
3.69,0.5,0.8,0,Tony Gravely,"5' 5""",135 lbs.,"69""",Orthodox,"Sep 28, 1991",0.55,3.16,0.42,5.6,0.51
1.25,0.66,0.4,4,Michael Graves,"5' 10""",170 lbs.,"71""",Orthodox,"Jan 08, 1991",0.54,1.47,0.58,4.8,0.52
2.19,0.0,0.0,4,Shelton Graves,"6' 2""",255 lbs.,"76""",Southpaw,"Oct 23, 1985",0.69,0.81,0.33,4.86,0.57
3.45,0.0,0.0,0,Kevin Gray,"5' 4""",125 lbs.,"67""",Orthodox,"May 03, 1985",0.62,4.48,0.66,0.0,0.0
5.17,0.72,0.3,5,Bobby Green,"5' 10""",155 lbs.,"71""",Orthodox,"Sep 09, 1986",0.51,3.32,0.63,1.56,0.41
3.7,0.75,0.0,0,Desmond Green,"5' 10""",155 lbs.,"73""",Southpaw,"Oct 11, 1989",0.46,2.51,0.69,1.62,0.5
8.47,0.0,0.0,2,Gabe Green,"5' 10""",170 lbs.,"73""",Switch,"May 02, 1993",0.46,11.67,0.49,0.0,0.0
4.12,0.28,0.6,0,Maurice Greene,"6' 7""",258 lbs.,"80""",Orthodox,"Jul 05, 1986",0.44,4.37,0.45,0.0,0.0
4.09,0.82,0.5,0,Matt Grice,"5' 8""",145 lbs.,"70""",Orthodox,"Jul 29, 1981",0.53,2.69,0.56,2.19,0.37
4.38,0.57,0.7,0,Forrest Griffin,"6' 3""",205 lbs.,"77""",Orthodox,"Mar 16, 1979",0.36,2.81,0.61,1.05,0.48
3.71,0.59,0.9,0,Tyson Griffin,"5' 6""",145 lbs.,"68""",Orthodox,"Apr 20, 1984",0.41,2.3,0.65,1.87,0.46
4.08,0.66,0.5,0,Max Griffin,"5' 11""",170 lbs.,"76""",Orthodox,"Nov 29, 1985",0.48,3.91,0.56,1.73,0.53
2.6,0.42,1.8,1,Jordan Griffin,"5' 10""",145 lbs.,"73""",Southpaw,"Feb 28, 1990",0.46,3.18,0.48,0.78,0.23
2.67,0.41,0.0,4,Chad Griggs,"6' 1""",205 lbs.,"73""",Orthodox,"May 15, 1978",0.5,2.22,0.46,1.51,0.66
2.08,0.66,0.0,4,Maxim Grishin,"6' 3""",220 lbs.,"78""",Orthodox,"May 02, 1984",0.48,1.44,0.52,0.6,1.0
1.44,0.16,2.2,1,Josh Grispi,"5' 11""",145 lbs.,"74""",Orthodox,"Oct 14, 1988",0.41,3.71,0.5,1.97,0.36
2.31,0.56,1.7,1,Kendall Grove,"6' 6""",185 lbs.,"79""",Orthodox,"Nov 12, 1982",0.41,2.4,0.54,0.49,0.45
7.02,0.62,0.0,2,Chris Gruetzemacher,"5' 8""",155 lbs.,"68""",Orthodox,"Jun 16, 1986",0.57,5.54,0.55,0.0,0.0
2.24,0.26,0.4,4,Vik Grujic,"5' 11""",170 lbs.,"73""",Orthodox,"Feb 06, 1977",0.48,3.39,0.41,1.18,0.33
2.15,1.0,0.6,4,Mike Grundy,"5' 7""",145 lbs.,"72""",Orthodox,"Jan 03, 1987",0.43,4.09,0.58,4.25,0.38
4.73,0.0,0.0,5,Wang Guan,"5' 9""",145 lbs.,"71""",Orthodox,"Mar 14, 1986",0.43,3.27,0.6,0.0,0.0
1.25,0.5,3.4,1,Shannon Gugerty,"5' 10""",155 lbs.,"71""",Orthodox,"Dec 30, 1981",0.39,1.88,0.58,2.13,0.27
2.41,0.68,0.7,4,Clay Guida,"5' 7""",155 lbs.,"70""",Orthodox,"Dec 08, 1981",0.33,2.52,0.64,3.37,0.38
2.96,0.61,0.2,0,Melvin Guillard,"5' 9""",155 lbs.,"71""",Orthodox,"Mar 30, 1983",0.4,1.85,0.66,1.3,0.63
4.67,0.0,0.0,5,Marcelo Guimaraes,"6' 0""",185 lbs.,"73""",Orthodox,"Jun 25, 1983",0.51,4.41,0.62,1.99,0.13
1.04,0.11,2.0,1,John Gunderson,"5' 9""",155 lbs.,"69""",Orthodox,"Jan 05, 1979",0.27,1.71,0.58,1.67,0.33
1.65,0.0,0.0,4,John Gunther,"5' 9""",155 lbs.,"72""",Orthodox,"Nov 24, 1985",0.37,3.72,0.46,7.08,0.42
3.37,0.6,0.5,0,Jorge Gurgel,"5' 7""",155 lbs.,"69""",Orthodox,"Jan 25, 1977",0.32,3.62,0.62,0.81,0.23
4.02,0.83,0.4,0,Alexander Gustafsson,"6' 5""",205 lbs.,"79""",Orthodox,"Jan 15, 1987",0.4,3.42,0.51,1.54,0.39
4.23,0.76,0.2,0,Chris Gutierrez,"5' 9""",145 lbs.,"67""",Orthodox,"Apr 22, 1991",0.58,2.11,0.62,0.47,0.5
2.75,0.54,1.2,4,Mike Guymon,"6' 0""",170 lbs.,"74""",Orthodox,"Sep 17, 1974",0.65,0.79,0.66,1.87,0.37
2.58,0.57,0.0,4,Chelsea Hackett,"5' 4""",125 lbs.,"66""",Switch,"Aug 16, 1998",0.51,4.85,0.46,0.0,0.0
2.99,0.39,0.2,0,Damir Hadzovic,"5' 9""",155 lbs.,"70""",Orthodox,"Aug 08, 1986",0.46,2.99,0.66,0.68,0.6
2.79,0.85,0.9,4,Tim Hague,"6' 4""",260 lbs.,"76""",Orthodox,"May 09, 1983",0.47,4.14,0.46,1.72,0.33
3.34,0.69,0.2,0,Uriah Hall,"6' 0""",185 lbs.,"79""",Orthodox,"Jul 31, 1984",0.51,3.54,0.53,0.67,0.38
2.32,0.0,0.9,4,Ryan Hall,"5' 10""",145 lbs.,"70""",Southpaw,"Feb 22, 1985",0.43,0.96,0.75,0.31,0.16
1.12,0.25,2.1,1,Dennis Hallman,"5' 9""",155 lbs.,"72""",Orthodox,"Dec 02, 1975",0.44,1.96,0.43,1.79,0.3
3.98,0.7,0.4,0,Piotr Hallmann,"5' 9""",155 lbs.,"71""",Orthodox,"Aug 25, 1987",0.45,3.17,0.58,2.55,0.44
4.2,0.66,0.2,0,Seo Hee Ham,"5' 2""",115 lbs.,"62""",Southpaw,"Mar 08, 1987",0.39,5.15,0.61,0.0,0.0
3.69,0.91,0.0,0,Matt Hamill,"6' 1""",205 lbs.,"76""",Orthodox,"Oct 05, 1976",0.42,3.8,0.61,3.0,0.34
3.91,0.78,0.0,0,Anthony Hamilton,"6' 5""",260 lbs.,"76""",Orthodox,"Apr 14, 1980",0.65,3.02,0.45,2.62,0.42
2.47,0.62,0.0,4,CJ Hamilton,"5' 7""",125 lbs.,"68""",Switch,"Oct 07, 1986",0.31,3.93,0.58,0.0,0.0
5.15,0.3,0.0,5,Jared Hamman,"6' 3""",185 lbs.,"75""",Orthodox,"Mar 07, 1982",0.42,3.93,0.55,1.57,0.46
3.57,1.0,1.6,0,Kay Hansen,"5' 2""",115 lbs.,"63""",Orthodox,"Aug 14, 1999",0.59,3.03,0.54,2.19,0.25
5.63,0.81,0.0,5,Nasrat Haqparast,"5' 10""",155 lbs.,"72""",Southpaw,"Aug 22, 1995",0.47,3.18,0.74,0.22,0.25
3.4,0.4,0.9,0,Antoni Hardonk,"6' 4""",245 lbs.,"78""",Orthodox,"Feb 05, 1976",0.61,3.07,0.46,0.0,0.0
2.46,0.35,0.4,4,Dan Hardy,"6' 0""",170 lbs.,"74""",Orthodox,"May 17, 1982",0.35,3.44,0.51,0.73,0.35
4.83,0.8,0.0,5,Greg Hardy,"6' 5""",265 lbs.,"80""",Orthodox,"Jul 28, 1988",0.5,3.12,0.56,0.21,0.33
1.41,0.72,0.0,4,Gerald Harris,"5' 11""",185 lbs.,"77""",Southpaw,"Nov 19, 1979",0.29,1.58,0.62,2.96,0.54
2.34,0.6,0.0,4,Phil Harris,"5' 4""",125 lbs.,"65""",Orthodox,"Sep 04, 1983",0.26,3.16,0.68,1.76,0.21
2.95,0.72,0.1,0,Walt Harris,"6' 5""",250 lbs.,"77""",Southpaw,"Jun 10, 1983",0.38,3.43,0.54,0.3,0.28
1.14,0.25,2.5,1,Dale Hartt,"5' 10""",155 lbs.,"69""",Orthodox,"Apr 04, 1979",0.35,1.55,0.66,1.22,1.0
3.29,0.68,1.3,0,Clay Harvison,"6' 1""",170 lbs.,"74""",Orthodox,"Sep 25, 1980",0.48,3.91,0.58,0.66,1.0
3.4,0.6,0.9,0,John Hathaway,"6' 1""",170 lbs.,"75""",Orthodox,"Jul 23, 1987",0.4,1.8,0.62,2.61,0.43
4.14,0.0,0.0,0,Phillip Hawes,"6' 0""",185 lbs.,"77""",Orthodox,"Jan 08, 1989",0.49,4.81,0.55,1.68,0.14
2.24,0.25,4.1,1,Dustin Hazelett,"6' 1""",170 lbs.,"76""",Orthodox,"Apr 29, 1986",0.4,3.51,0.46,0.55,0.5
2.75,0.66,0.8,4,James Head,"6' 1""",170 lbs.,"73""",Orthodox,"Feb 09, 1984",0.48,3.11,0.49,0.41,1.0
2.57,0.55,1.1,4,Pat Healy,"6' 0""",155 lbs.,"72""",Orthodox,"Jul 20, 1983",0.36,2.57,0.5,3.08,0.37
1.48,0.57,1.0,4,David Heath,"5' 11""",205 lbs.,"72""",Orthodox,"Feb 10, 1976",0.3,5.16,0.49,0.33,0.5
3.26,0.4,0.0,0,Jake Hecht,"6' 0""",170 lbs.,"73""",Orthodox,"Feb 09, 1984",0.47,2.76,0.56,2.04,0.37
2.65,0.83,0.0,4,Nick Hein,"5' 6""",155 lbs.,"66""",Southpaw,"Apr 24, 1984",0.35,3.61,0.59,0.86,0.33
3.62,0.62,0.5,0,Ian Heinisch,"5' 11""",185 lbs.,"72""",Orthodox,"Aug 05, 1988",0.52,2.85,0.59,1.16,0.19
1.41,0.37,1.3,4,Marcin Held,"5' 9""",155 lbs.,"71""",Orthodox,"Jan 18, 1992",0.34,2.02,0.47,2.46,0.46
2.44,0.57,0.3,4,Dan Henderson,"5' 11""",185 lbs.,"74""",Orthodox,"Aug 24, 1970",0.47,2.7,0.51,1.52,0.52
2.93,0.63,0.8,0,Benson Henderson,"5' 9""",170 lbs.,"70""",Southpaw,"Nov 16, 1983",0.45,1.79,0.63,2.4,0.45
3.49,0.63,0.3,0,Johny Hendricks,"5' 9""",185 lbs.,"69""",Southpaw,"Sep 12, 1983",0.45,3.99,0.53,3.83,0.46
1.81,0.5,1.0,4,Luis Henrique,"6' 2""",243 lbs.,"74""",Orthodox,"Aug 21, 1993",0.43,2.22,0.47,3.09,0.36
5.2,0.5,2.2,5,Danny Henry,"6' 0""",145 lbs.,"73""",Orthodox,"Jul 17, 1988",0.51,4.16,0.45,0.74,0.33
1.83,0.33,0.0,4,Jai Herbert,"6' 1""",155 lbs.,"77""",Orthodox,"May 13, 1988",0.3,2.61,0.48,0.0,0.0
3.32,0.6,1.2,0,Ed Herman,"6' 1""",205 lbs.,"77""",Orthodox,"Oct 02, 1980",0.49,3.35,0.43,2.21,0.48
4.98,0.58,0.0,5,Dave Herman,"6' 4""",242 lbs.,"77""",Orthodox,"Oct 03, 1984",0.6,3.78,0.48,1.49,1.0
5.03,0.75,0.7,5,Jack Hermansson,"6' 1""",185 lbs.,"77""",Orthodox,"Jun 10, 1988",0.44,3.46,0.54,1.96,0.34
3.64,0.57,0.0,0,Alexander Hernandez,"5' 9""",155 lbs.,"72""",Orthodox,"Oct 01, 1992",0.4,3.89,0.54,2.08,0.38
5.03,0.85,0.9,5,Anthony Hernandez,"6' 0""",185 lbs.,"75""",Orthodox,"Oct 18, 1993",0.53,6.61,0.44,5.27,0.66
1.32,0.37,0.0,4,Nohelin Hernandez,"5' 10""",135 lbs.,"71""",Orthodox,"Mar 01, 1994",0.34,2.63,0.52,0.71,0.5
1.51,0.38,0.6,4,Geane Herrera,"5' 5""",125 lbs.,"66""",Orthodox,"May 27, 1990",0.31,5.07,0.52,0.83,0.37
1.89,0.33,1.1,4,Alvaro Herrera Mendoza,"6' 0""",155 lbs.,"74""",Orthodox,"May 14, 1990",0.38,3.4,0.55,0.0,0.0
3.63,0.72,0.9,0,Felice Herrig,"5' 4""",115 lbs.,"65""",Orthodox,"Sep 18, 1984",0.36,4.84,0.49,1.18,0.3
2.37,0.32,0.7,4,Heath Herring,"6' 4""",250 lbs.,"78""",Orthodox,"Mar 02, 1978",0.5,1.77,0.54,1.22,0.5
3.36,0.6,0.0,0,Clint Hester,"6' 2""",205 lbs.,"77""",Orthodox,"Nov 21, 1986",0.42,3.44,0.56,1.02,0.35
3.47,0.61,1.4,0,Jimy Hettes,"5' 9""",145 lbs.,"71""",Southpaw,"Jun 09, 1987",0.57,3.5,0.57,5.2,0.44
1.42,0.25,4.0,1,Marcus Hicks,"5' 6""",155 lbs.,"64""",Southpaw,"Nov 25, 1975",0.43,3.06,0.61,2.7,0.53
1.66,0.66,1.0,4,Jay Hieron,"6' 0""",170 lbs.,"75""",Orthodox,"Jul 29, 1976",0.32,1.89,0.61,4.05,0.6
1.28,0.37,2.8,1,Jason High,"5' 8""",155 lbs.,"73""",Southpaw,"Oct 12, 1981",0.42,1.56,0.48,2.36,0.63
3.57,1.0,0.0,0,Corey Hill,"6' 4""",155 lbs.,"80""",Orthodox,"Oct 03, 1978",0.46,1.61,0.7,3.02,0.8
5.7,0.77,0.1,5,Angela Hill,"5' 3""",115 lbs.,"64""",Orthodox,"Jan 12, 1985",0.49,5.16,0.63,0.41,0.37
7.9,0.53,0.0,2,Jamahal Hill,"6' 4""",205 lbs.,"79""",Southpaw,"May 19, 1991",0.52,3.15,0.49,0.0,0.0
2.6,0.0,0.0,4,Kailan Hill,"6' 1""",185 lbs.,"77""",Southpaw,"Dec 01, 1994",0.53,4.8,0.37,3.0,0.42
2.42,0.54,0.6,4,Hatsu Hioki,"5' 11""",145 lbs.,"73""",Orthodox,"Jul 18, 1983",0.42,2.12,0.65,2.55,0.56
1.98,0.25,0.6,4,Kuniyoshi Hironaka,"5' 10""",168 lbs.,"70""",Orthodox,"Jun 17, 1976",0.4,3.01,0.54,1.91,0.3
3.36,0.58,0.1,0,Mizuto Hirota,"5' 7""",155 lbs.,"67""",Orthodox,"May 05, 1981",0.4,3.5,0.54,1.36,0.5
3.23,0.5,0.0,0,Matt Hobar,"5' 10""",135 lbs.,"70""",Southpaw,"Jan 07, 1987",0.42,4.27,0.52,3.66,0.44
2.2,0.1,2.1,1,Andrew Holbrook,"5' 11""",155 lbs.,"70""",Southpaw,"Feb 06, 1986",0.49,3.0,0.54,0.85,0.18
4.74,0.52,0.8,5,Kevin Holland,"6' 3""",185 lbs.,"81""",Orthodox,"Nov 05, 1992",0.57,2.77,0.56,1.19,0.42
6.47,0.83,0.4,5,Max Holloway,"5' 11""",145 lbs.,"69""",Orthodox,"Dec 04, 1991",0.44,4.52,0.61,0.22,0.83
3.16,0.76,0.1,0,Holly Holm,"5' 8""",135 lbs.,"69""",Southpaw,"Oct 17, 1981",0.38,2.8,0.57,0.81,0.3
4.51,0.45,0.7,5,Kurt Holobaugh,"5' 11""",155 lbs.,"70""",Orthodox,"Sep 08, 1986",0.42,4.28,0.46,0.97,0.36
2.13,0.71,1.3,4,Paddy Holohan,"5' 10""",125 lbs.,"69""",Orthodox,"May 03, 1988",0.46,2.81,0.46,2.88,0.47
4.44,0.66,0.2,5,Scott Holtzman,"5' 9""",155 lbs.,"69""",Orthodox,"Sep 30, 1983",0.49,3.47,0.54,2.16,0.58
4.98,0.66,0.0,5,Sabah Homasi,"6' 0""",170 lbs.,"72""",Orthodox,"Oct 19, 1988",0.48,6.91,0.47,2.8,0.5
4.08,0.71,0.9,0,Mark Hominick,"5' 8""",145 lbs.,"68""",Orthodox,"Jul 22, 1982",0.42,4.18,0.69,0.25,0.66
4.04,0.0,1.3,0,Barb Honchak,"5' 4""",125 lbs.,"65""",Orthodox,"Aug 30, 1979",0.3,4.67,0.66,0.0,0.0
2.99,0.75,0.0,0,Chris Honeycutt,"5' 10""",170 lbs.,"73""",,"Jul 25, 1988",0.44,1.41,0.66,3.4,0.45
4.98,0.79,0.3,5,Dan Hooker,"6' 0""",155 lbs.,"75""",Switch,"Feb 13, 1990",0.48,4.89,0.52,0.74,0.34
4.43,0.66,2.2,0,Chase Hooper,"6' 1""",145 lbs.,"74""",Southpaw,"Sep 13, 1999",0.45,3.95,0.38,0.32,0.07
2.05,0.47,0.7,4,Darrell Horcher,"5' 10""",155 lbs.,"70""",Southpaw,"Jul 28, 1987",0.44,4.21,0.39,0.35,0.5
2.76,0.0,0.0,4,Yoshinori Horie,"5' 8""",145 lbs.,"70""",Orthodox,"May 10, 1995",0.49,5.65,0.48,0.0,0.0
3.6,0.55,0.0,0,Kyoji Horiguchi,"5' 5""",125 lbs.,"66""",Orthodox,"Oct 12, 1990",0.45,2.45,0.62,2.0,0.44
1.19,0.29,1.1,4,Jeremy Horn,"6' 1""",185 lbs.,"74""",Orthodox,"Aug 25, 1975",0.39,1.99,0.55,1.83,0.38
4.59,0.37,0.9,5,Chris Horodecki,"5' 9""",155 lbs.,"69""",Orthodox,"Sep 24, 1987",0.41,3.16,0.65,1.52,0.55
1.86,0.0,1.1,4,Jeff Hougland,"5' 7""",135 lbs.,"68""",Orthodox,"Aug 02, 1978",0.48,3.46,0.47,0.86,0.18
2.15,0.53,0.4,4,John Howard,"5' 7""",170 lbs.,"72""",Orthodox,"Mar 01, 1983",0.5,3.08,0.51,2.7,0.49
2.1,0.66,0.0,4,Carlos Huachin,"5' 4""",135 lbs.,"67""",Southpaw,"Jun 04, 1996",0.21,4.8,0.5,0.0,0.0
4.62,0.0,0.0,5,Brady Huang,"5' 9""",135 lbs.,"69""",Orthodox,"Dec 16, 1992",0.37,10.77,0.3,0.0,0.0
3.45,0.53,0.0,0,Austin Hubbard,"5' 10""",155 lbs.,"71""",Orthodox,"Dec 22, 1991",0.48,2.58,0.58,0.76,0.6
2.05,0.0,20.4,3,Collin Huckbody,"6' 3""",185 lbs.,"76""",Orthodox,"Sep 29, 1994",0.6,2.73,0.42,10.23,1.0
3.64,0.52,0.5,0,Roger Huerta,"5' 9""",155 lbs.,"70""",Orthodox,"May 20, 1983",0.36,2.33,0.56,2.13,0.46
2.14,0.35,1.2,4,Matt Hughes,"5' 9""",170 lbs.,"73""",Switch,"Oct 13, 1973",0.53,1.36,0.53,2.95,0.5
3.95,0.45,0.0,0,Jeff Hughes,"6' 2""",250 lbs.,"77""",Orthodox,"May 17, 1988",0.51,3.67,0.6,0.71,0.5
4.0,0.0,0.0,0,Sam Hughes,"5' 5""",115 lbs.,"64""",Orthodox,"Jun 28, 1992",0.37,10.4,0.49,0.0,0.0
4.77,0.0,0.0,5,Harry Hunsucker,"6' 2""",241 lbs.,"75""",Orthodox,"Jan 03, 1989",0.54,6.45,0.48,0.0,0.0
2.81,0.64,0.2,0,Mark Hunt,"5' 10""",265 lbs.,"72""",Orthodox,"Mar 23, 1974",0.43,2.9,0.51,0.51,0.55
4.06,0.74,0.2,0,Al Iaquinta,"5' 10""",155 lbs.,"70""",Orthodox,"Apr 30, 1987",0.4,4.44,0.61,0.64,0.18
3.55,0.8,0.3,0,Khadis Ibragimov,"6' 3""",205 lbs.,"78""",Orthodox,"May 21, 1995",0.49,4.26,0.47,0.97,0.3
3.96,0.59,0.5,0,Dan Ige,"5' 7""",145 lbs.,"71""",Orthodox,"Aug 06, 1991",0.46,3.36,0.58,1.69,0.27
2.91,0.6,0.0,0,Zelim Imadaev,"6' 0""",170 lbs.,"76""",Orthodox,"Jan 25, 1995",0.36,4.35,0.43,0.38,0.5
4.53,1.0,4.0,1,Nassourdine Imavov,"6' 3""",185 lbs.,"75""",Orthodox,"Mar 01, 1995",0.61,2.0,0.69,1.0,0.12
3.67,0.6,2.5,1,Naoki Inoue,"5' 9""",125 lbs.,"71""",Orthodox,"Jun 14, 1997",0.35,3.37,0.6,0.0,0.0
5.0,0.66,0.0,5,Inoue Mizuki,"5' 3""",125 lbs.,"65""",Orthodox,"Aug 19, 1994",0.5,6.87,0.48,0.0,0.0
2.03,0.36,0.5,4,James Irvin,"6' 2""",205 lbs.,"75""",Orthodox,"Sep 12, 1978",0.48,3.86,0.35,0.0,0.0
3.26,0.3,0.0,0,Teruto Ishihara,"5' 7""",135 lbs.,"69""",Southpaw,"Jul 23, 1991",0.44,3.63,0.53,0.5,0.16
3.76,1.0,0.0,0,Damir Ismagulov,"5' 9""",155 lbs.,"70""",Orthodox,"Feb 03, 1991",0.43,1.87,0.69,1.67,0.31
2.08,0.5,1.2,4,Leandro Issa,"5' 7""",135 lbs.,"69""",Orthodox,"Sep 19, 1983",0.37,3.17,0.58,2.38,0.22
3.32,0.75,0.2,0,Blagoy Ivanov,"5' 11""",250 lbs.,"73""",Southpaw,"Oct 09, 1986",0.4,4.15,0.54,1.06,0.54
2.5,1.0,0.0,4,Anthony Ivy,"6' 2""",185 lbs.,"74""",Orthodox,"Jan 23, 1990",0.42,4.57,0.51,4.69,0.2
3.06,0.82,0.1,0,Yves Jabouin,"5' 7""",135 lbs.,"68""",Orthodox,"May 30, 1979",0.41,2.93,0.62,1.94,0.6
3.25,0.73,0.1,0,Quinton Jackson,"6' 1""",205 lbs.,"73""",Orthodox,"Jun 20, 1978",0.54,2.51,0.55,1.52,0.56
2.46,0.35,2.7,1,Damon Jackson,"5' 11""",145 lbs.,"71""",Switch,"Aug 08, 1988",0.35,3.63,0.45,1.14,0.2
2.24,0.0,0.0,4,Jason Jackson,"6' 1""",170 lbs.,"78""",Orthodox,"Oct 30, 1990",0.48,1.31,0.56,0.0,0.0
3.67,0.66,0.2,0,Montel Jackson,"5' 10""",135 lbs.,"75""",Southpaw,"Apr 24, 1992",0.55,1.35,0.57,4.26,0.77
3.65,0.66,0.0,0,Dustin Jacoby,"6' 3""",205 lbs.,"76""",Orthodox,"Apr 04, 1988",0.47,2.52,0.62,0.29,1.0
2.39,0.73,2.0,1,Virna Jandiroba,"5' 3""",115 lbs.,"64""",Orthodox,"May 30, 1988",0.46,3.08,0.54,3.16,0.53
7.69,0.58,0.0,2,Ryan Janes,"6' 3""",185 lbs.,"76""",Orthodox,"Aug 22, 1981",0.48,5.53,0.59,0.35,1.0
2.94,0.38,0.9,0,Dave Jansen,"5' 9""",155 lbs.,"73""",Orthodox,"Aug 21, 1979",0.33,3.67,0.58,2.79,0.28
3.25,0.62,0.7,0,Keith Jardine,"6' 2""",185 lbs.,"76""",Orthodox,"Oct 31, 1975",0.36,2.98,0.59,1.18,0.45
2.04,0.36,0.8,4,Rony Jason,"5' 7""",145 lbs.,"73""",Orthodox,"Mar 21, 1984",0.44,3.14,0.53,0.59,0.3
4.79,0.5,0.9,5,Justin Jaynes,"5' 7""",155 lbs.,"68""",Orthodox,"Aug 10, 1989",0.43,7.82,0.6,0.0,0.0
6.3,0.81,0.1,5,Joanna Jedrzejczyk,"5' 6""",115 lbs.,"65""",Orthodox,"Aug 18, 1987",0.48,3.08,0.64,0.28,0.62
6.21,0.75,0.0,5,Aaron Jeffery,"6' 2""",185 lbs.,"74""",Orthodox,"Nov 14, 1992",0.84,4.14,0.39,0.0,0.0
2.84,0.31,1.9,1,Ryan Jensen,"6' 1""",185 lbs.,"76""",Orthodox,"Sep 20, 1977",0.39,2.99,0.59,1.55,0.5
3.12,0.87,0.0,0,Ryan Jimmo,"6' 1""",205 lbs.,"73""",Orthodox,"Nov 27, 1981",0.66,2.77,0.46,0.45,0.28
1.4,0.83,1.0,4,Sung Bin Jo,"6' 0""",145 lbs.,"72""",Orthodox,"Jul 17, 1992",0.33,2.67,0.51,1.0,0.33
1.74,0.66,0.0,4,Carls John De Tomas,"5' 5""",125 lbs.,"71""",Southpaw,"Aug 28, 1996",0.37,3.93,0.44,1.37,0.33
2.86,0.58,1.0,0,Brett Johns,"5' 7""",135 lbs.,"71""",Orthodox,"Feb 21, 1992",0.49,3.84,0.53,4.92,0.49
3.33,0.87,0.0,0,Miles Johns,"5' 7""",135 lbs.,"66""",Orthodox,"Mar 30, 1994",0.48,2.42,0.68,1.21,0.3
3.25,0.77,0.6,0,Anthony Johnson,"6' 2""",205 lbs.,"78""",Orthodox,"Mar 06, 1984",0.47,1.83,0.6,2.43,0.57
2.11,0.19,0.7,4,DaMarques Johnson,"6' 1""",170 lbs.,"75""",Orthodox,"Jun 28, 1982",0.37,3.75,0.51,1.18,0.55
5.39,0.54,0.6,5,Lavar Johnson,"6' 4""",240 lbs.,"82""",Orthodox,"Jun 11, 1977",0.55,2.54,0.55,0.61,0.66
3.43,0.65,0.5,0,Demetrious Johnson,"5' 3""",125 lbs.,"66""",Orthodox,"Aug 13, 1986",0.54,1.66,0.67,3.35,0.56
4.23,0.79,0.1,0,Michael Johnson,"5' 10""",155 lbs.,"73""",Southpaw,"Jun 04, 1986",0.38,3.85,0.58,0.51,0.45
2.47,0.62,0.2,4,Kajan Johnson,"5' 11""",155 lbs.,"75""",Orthodox,"Apr 21, 1984",0.42,1.59,0.64,1.54,0.37
3.43,0.69,0.0,0,Timothy Johnson,"6' 3""",265 lbs.,"77""",Southpaw,"Mar 13, 1985",0.45,3.08,0.44,1.09,0.24
3.45,1.0,1.2,0,Jordan Johnson,"6' 2""",205 lbs.,"79""",Orthodox,"Nov 18, 1988",0.47,2.64,0.53,3.25,0.42
5.09,1.0,0.0,5,Taylor Johnson,"6' 0""",185 lbs.,"74""",Switch,"Nov 09, 1990",0.6,1.13,0.33,8.49,1.0
5.92,0.0,0.0,5,Chad Johnson,"6' 2""",230 lbs.,"80""",Orthodox,"Jul 22, 1986",0.68,7.8,0.4,0.0,0.0
1.0,0.29,0.0,4,Jose Johnson,"6' 0""",135 lbs.,"72""",Orthodox,"May 25, 1995",0.46,1.87,0.51,0.0,0.0
2.53,0.5,2.2,1,Liana Jojua,"5' 4""",125 lbs.,"62""",Orthodox,"Mar 22, 1995",0.39,4.86,0.48,1.49,0.66
